0001.0037.0005,100649000,Terreno,CENTRO LOTEAMENTO,LONDRINA,2733,0037,0005,0,1,LOTEAMENTO CENTRO
0001.0037.0010,100654000,Terreno,CENTRO LOTEAMENTO,ANTONIO ALVES MASSANEIRO,619,0037,0010,0,1,LOTEAMENTO CENTRO
0001.0037.0017,100661000,Terreno,CENTRO LOTEAMENTO,ANTONINA,2750,0037,0017,0,1,LOTEAMENTO CENTRO
0001.0037.020R,100664000,Terreno,CENTRO LOTEAMENTO,ANTONINA,2836,0037,020R,0,1,LOTEAMENTO CENTRO
0001.0040.001A,100694500,Terreno,CENTRO LOTEAMENTO,PARANA - CASCAVEL,2079,0040,001A,0,1,LOTEAMENTO CENTRO
0001.0041.0002,100709000,Terreno,CENTRO LOTEAMENTO,PARANA - CASCAVEL,1921,0041,0002,0,1,LOTEAMENTO CENTRO
0001.0042.004A,100724000,Terreno,CENTRO LOTEAMENTO,PARANA - CASCAVEL,1753,0042,004A,0,1,LOTEAMENTO CENTRO
0001.0046.0010,100773000,Terreno,CENTRO LOTEAMENTO,ERECHIM,1318,0046,0010,0,1,LOTEAMENTO CENTRO
0001.0054.0017,100923000,Terreno,CENTRO LOTEAMENTO,RIACHUELO,2174,0054,0017,0,1,LOTEAMENTO CENTRO
0001.0055.0003,100927000,Terreno,CENTRO LOTEAMENTO,ANTONINA,2557,0055,0003,0,1,LOTEAMENTO CENTRO
0001.0055.0011,100934000,Terreno,CENTRO LOTEAMENTO,MINAS GERAIS,2486,0055,0011,0,1,LOTEAMENTO CENTRO
0001.0055.0013,100936000,Terreno,CENTRO LOTEAMENTO,MINAS GERAIS,2506,0055,0013,0,1,LOTEAMENTO CENTRO
0001.0056.0002,100942000,Terreno,CENTRO LOTEAMENTO,ANTONINA,2443,0056,0002,0,1,LOTEAMENTO CENTRO
0001.0056.0003,100943000,Terreno,CENTRO LOTEAMENTO,ANTONINA,2423,0056,0003,0,1,LOTEAMENTO CENTRO
0001.0057.0006,100963000,Terreno,CENTRO LOTEAMENTO,DOM PEDRO II,2399,0057,0006,0,1,LOTEAMENTO CENTRO
0001.0057.0008,100965000,Terreno,CENTRO LOTEAMENTO,DOM PEDRO II,2345,0057,0008,0,1,LOTEAMENTO CENTRO
0001.0057.0021,100978000,Terreno,CENTRO LOTEAMENTO,DOM PEDRO II,2329,0057,0021,0,1,LOTEAMENTO CENTRO
0001.0057.014A,100971000,Terreno,CENTRO LOTEAMENTO,MINAS GERAIS,2260,0057,014A,0,1,LOTEAMENTO CENTRO
0001.0058.0003,100981000,Terreno,CENTRO LOTEAMENTO,LONDRINA,2599,0058,0003,0,1,LOTEAMENTO CENTRO
0001.0058.0010,100987000,Terreno,CENTRO LOTEAMENTO,ANTONINA,2524,0058,0010,0,1,LOTEAMENTO CENTRO
0001.0058.009A,100986300,Terreno,CENTRO LOTEAMENTO,ANTONINA,2504,0058,009A,0,1,LOTEAMENTO CENTRO
0001.0059.0005,100997000,Terreno,CENTRO LOTEAMENTO,LONDRINA,2429,0059,0005,0,1,LOTEAMENTO CENTRO
0001.0060.0011,101016000,Terreno,CENTRO LOTEAMENTO,ANTONINA,2272,0060,0011,0,1,LOTEAMENTO CENTRO
0001.0061.0010,101032000,Terreno,CENTRO LOTEAMENTO,BRASIL,4950,0061,0010,0,1,LOTEAMENTO CENTRO
0001.0061.0011,101033000,Terreno,CENTRO LOTEAMENTO,BRASIL,4966,0061,0011,0,1,LOTEAMENTO CENTRO
0001.0063.0004,101062000,Terreno,CENTRO LOTEAMENTO,PARANA - CASCAVEL,1215,0063,0004,0,1,LOTEAMENTO CENTRO
0001.0066.017A,101095700,Terreno,CENTRO LOTEAMENTO,BRASIL,4288,0066,017A,0,1,LOTEAMENTO CENTRO
0001.0066.18A2,3002283519,Terreno,CENTRO LOTEAMENTO,BRASIL,4254,0066,18A2,0,1,LOTEAMENTO CENTRO
0001.0066.18A3,3002283527,Terreno,CENTRO LOTEAMENTO,BRASIL,4230,0066,18A3,0,1,LOTEAMENTO CENTRO
0001.0067.0009,101098850,Terreno,CENTRO LOTEAMENTO,BRASIL,3976,0067,0009,0,1,LOTEAMENTO CENTRO
0001.0068.0005,101103000,Terreno,SÃO CRISTÓVÃO,PARANA - CASCAVEL,501,0068,0005,0,1,LOTEAMENTO CENTRO
0001.0068.0010,101107001,Terreno,SÃO CRISTÓVÃO,PAULISTA,456,0068,0010,0,1,LOTEAMENTO CENTRO
0001.0068.006A,101104500,Terreno,SÃO CRISTÓVÃO,PARANA - CASCAVEL,481,0068,006A,0,1,LOTEAMENTO CENTRO
0001.0074.0007,101147000,Terreno,REGIÃO DO LAGO,TIRADENTES - CASCAVEL,867,0074,0007,0,1,LOTEAMENTO CENTRO
0001.0074.0012,101152000,Terreno,REGIÃO DO LAGO,ERECHIM,424,0074,0012,0,1,LOTEAMENTO CENTRO
0001.0074.010A,101150000,Terreno,REGIÃO DO LAGO,ERECHIM,386,0074,010A,0,1,LOTEAMENTO CENTRO
0001.0075.008A,101162000,Terreno,REGIÃO DO LAGO,TIRADENTES - CASCAVEL,308,0075,008A,0,1,LOTEAMENTO CENTRO
0001.0076.0006,101164000,Terreno,CENTRO LOTEAMENTO,ERECHIM,881,0076,0006,0,1,LOTEAMENTO CENTRO
0001.0076.001C,101163600,Terreno,CENTRO LOTEAMENTO,ERECHIM,917,0076,001C,0,1,LOTEAMENTO CENTRO
0001.0077.0009,101200000,Terreno,CENTRO LOTEAMENTO,RAFAEL PICOLI,825,0077,0009,0,1,LOTEAMENTO CENTRO
0001.0077.0014,101205000,Terreno,CENTRO LOTEAMENTO,DA BANDEIRA,740,0077,0014,0,1,LOTEAMENTO CENTRO
0001.0079.0014,101237000,Terreno,CENTRO LOTEAMENTO,MACHADO DE ASSIS,810,0079,0014,0,1,LOTEAMENTO CENTRO
0001.0079.0017,101240000,Terreno,CENTRO LOTEAMENTO,VICENTE MACHADO,792,0079,0017,0,1,LOTEAMENTO CENTRO
0001.0079.04-A,101229500,Terreno,CENTRO LOTEAMENTO,DA BANDEIRA,889,0079,04-A,0,1,LOTEAMENTO CENTRO
0001.0080.001N,101245260,Terreno,CENTRO LOTEAMENTO,PEDRO IVO,877,0080,001N,0,1,LOTEAMENTO CENTRO
0001.0080.001V,101245600,Terreno,CENTRO LOTEAMENTO,PEDRO IVO,915,0080,001V,0,1,LOTEAMENTO CENTRO
0001.0081.0020,101250000,Terreno,CENTRO LOTEAMENTO,DA BANDEIRA,581,0081,0020,0,1,LOTEAMENTO CENTRO
0001.0082.0011,101273000,Terreno,CENTRO LOTEAMENTO,MACHADO DE ASSIS,346,0082,0011,0,1,LOTEAMENTO CENTRO
0001.0082.0012,101274000,Terreno,CENTRO LOTEAMENTO,MACHADO DE ASSIS,364,0082,0012,0,1,LOTEAMENTO CENTRO
0001.0084.0005,101284000,Terreno,REGIÃO DO LAGO,MACHADO DE ASSIS,599,0084,0005,0,1,LOTEAMENTO CENTRO
0001.0085.0004,1000001223,Terreno,REGIÃO DO LAGO,MACHADO DE ASSIS,481,0085,0004,0,1,LOTEAMENTO CENTRO
0001.0085.0013,101310000,Terreno,REGIÃO DO LAGO,BOM JESUS,540,0085,0013,0,1,LOTEAMENTO CENTRO
0001.0085.0015,101312000,Terreno,REGIÃO DO LAGO,PEDRO IVO,776,0085,0015,0,1,LOTEAMENTO CENTRO
0001.0090.0003,101394000,Terreno,REGIÃO DO LAGO,BOM JESUS,385,0090,0003,0,1,LOTEAMENTO CENTRO
0001.0090.0007,101398000,Terreno,REGIÃO DO LAGO,13 DE MAIO,437,0090,0007,0,1,LOTEAMENTO CENTRO
0001.0090.0010,101403000,Terreno,REGIÃO DO LAGO,SANTOS DUMONT - CASCAVEL,368,0090,0010,0,1,LOTEAMENTO CENTRO
0001.0090.0015,101408000,Terreno,REGIÃO DO LAGO,RAFAEL PICOLI,464,0090,0015,0,1,LOTEAMENTO CENTRO
0001.0090.0016,101409000,Terreno,REGIÃO DO LAGO,RAFAEL PICOLI,478,0090,0016,0,1,LOTEAMENTO CENTRO
0001.0090.009A,101402300,Terreno,REGIÃO DO LAGO,SANTOS DUMONT - CASCAVEL,348,0090,009A,0,1,LOTEAMENTO CENTRO
0001.0092.0010,101437000,Terreno,CENTRO LOTEAMENTO,PARANA - CASCAVEL,1478,0092,0010,0,1,LOTEAMENTO CENTRO
0001.0093.0016,101458000,Terreno,CENTRO LOTEAMENTO,VOLUNTARIOS DA PATRIA,1460,0093,0016,0,1,LOTEAMENTO CENTRO
0001.0094.006A,3002207227,Terreno,CENTRO LOTEAMENTO,MATO GROSSO,1385,0094,006A,0,1,LOTEAMENTO CENTRO
0001.0096.0003,101494000,Terreno,CENTRO LOTEAMENTO,TIRADENTES - CASCAVEL,1195,0096,0003,0,1,LOTEAMENTO CENTRO
0001.0096.0004,101495000,Terreno,CENTRO LOTEAMENTO,TIRADENTES - CASCAVEL,1175,0096,0004,0,1,LOTEAMENTO CENTRO
0001.0097.0007,101515000,Terreno,CENTRO LOTEAMENTO,PARANA - CASCAVEL,822,0097,0007,0,1,LOTEAMENTO CENTRO
0001.0097.0008,101516000,Terreno,CENTRO LOTEAMENTO,PARANA - CASCAVEL,842,0097,0008,0,1,LOTEAMENTO CENTRO
0001.0097.003D,101513500,Terreno,CENTRO LOTEAMENTO,PARANA - CASCAVEL,802,0097,003D,0,1,LOTEAMENTO CENTRO
0001.0097.003G,101512300,Terreno,CENTRO LOTEAMENTO,SIQUEIRA CAMPOS,871,0097,003G,0,1,LOTEAMENTO CENTRO
0001.0099.001I,101555400,Terreno,CENTRO LOTEAMENTO,TIRADENTES - CASCAVEL,1295,0099,001I,0,1,LOTEAMENTO CENTRO
0001.0099.001J,101555500,Terreno,CENTRO LOTEAMENTO,MATO GROSSO,1110,0099,001J,0,1,LOTEAMENTO CENTRO
0001.0099.001K,101555550,Terreno,CENTRO LOTEAMENTO,MATO GROSSO,1124,0099,001K,0,1,LOTEAMENTO CENTRO
0001.0099.001N,101555700,Terreno,CENTRO LOTEAMENTO,MATO GROSSO,1178,0099,001N,0,1,LOTEAMENTO CENTRO
0001.00PC.000O,101565500,Terreno,SÃO CRISTÓVÃO,JOSE BONIFACIO,0,00PC,000O,0,1,LOTEAMENTO CENTRO
0001.0100.0001,101556000,Terreno,CENTRO LOTEAMENTO,MINAS GERAIS,985,0100,0001,0,1,LOTEAMENTO CENTRO
0001.0100.0007,101561001,Terreno,CENTRO LOTEAMENTO,TIRADENTES - CASCAVEL,1138,0100,0007,0,1,LOTEAMENTO CENTRO
0001.0103.0002,1000001502,Terreno,SÃO CRISTÓVÃO,LONDRINA,819,0103,0002,0,1,LOTEAMENTO CENTRO
0001.0103.0007,101588000,Terreno,SÃO CRISTÓVÃO,JOSE BONIFACIO,711,0103,0007,0,1,LOTEAMENTO CENTRO
0001.0103.0010,101591000,Terreno,SÃO CRISTÓVÃO,ANTONINA,808,0103,0010,0,1,LOTEAMENTO CENTRO
0001.0104.0004,101601000,Terreno,SÃO CRISTÓVÃO,JOSE BONIFACIO,851,0104,0004,0,1,LOTEAMENTO CENTRO
0001.0104.0009,101606000,Terreno,SÃO CRISTÓVÃO,PIQUIRI,892,0104,0009,0,1,LOTEAMENTO CENTRO
0001.0107.0018,101636000,Terreno,COUNTRY,AMAZONAS,872,0107,0018,0,1,LOTEAMENTO CENTRO
0001.0110.0002,101666000,Terreno,CENTRO LOTEAMENTO,PIQUIRI,695,0110,0002,0,1,LOTEAMENTO CENTRO
0001.0110.0003,101667000,Terreno,CENTRO LOTEAMENTO,PIQUIRI,717,0110,0003,0,1,LOTEAMENTO CENTRO
0001.0110.0004,101668000,Terreno,CENTRO LOTEAMENTO,PIQUIRI,649,0110,0004,0,1,LOTEAMENTO CENTRO
0001.0110.0008,101670000,Terreno,CENTRO LOTEAMENTO,SIQUEIRA CAMPOS,1306,0110,0008,0,1,LOTEAMENTO CENTRO
0001.0110.0009,101671000,Terreno,CENTRO LOTEAMENTO,SIQUEIRA CAMPOS,1326,0110,0009,0,1,LOTEAMENTO CENTRO
0001.0111.0002,101672600,Terreno,COUNTRY,PARA,1055,0111,0002,0,1,LOTEAMENTO CENTRO
0001.0112.0014,101690000,Terreno,COUNTRY,SIQUEIRA CAMPOS,1548,0112,0014,0,1,LOTEAMENTO CENTRO
0001.0114.0006,101714000,Terreno,COUNTRY,BARAO DO RIO BRANCO,1281,0114,0006,0,1,LOTEAMENTO CENTRO
0001.0114.0008,101716000,Terreno,COUNTRY,RIO GRANDE DO NORTE,778,0114,0008,0,1,LOTEAMENTO CENTRO
0001.0114.0018,101726000,Terreno,COUNTRY,BARAO DO RIO BRANCO,1247,0114,0018,0,1,LOTEAMENTO CENTRO
0001.0114.005A,101713001,Terreno,COUNTRY,BARAO DO RIO BRANCO,1317,0114,005A,0,1,LOTEAMENTO CENTRO
0001.0115.0001,101727000,Terreno,COUNTRY,ACRE,295,0115,0001,0,1,LOTEAMENTO CENTRO
0001.0115.0002,101728000,Terreno,COUNTRY,ACRE,277,0115,0002,0,1,LOTEAMENTO CENTRO
0001.0115.0005,101731000,Terreno,COUNTRY,BARAO DO RIO BRANCO,1429,0115,0005,0,1,LOTEAMENTO CENTRO
0001.0115.0010,101736000,Terreno,COUNTRY,MANAUS,294,0115,0010,0,1,LOTEAMENTO CENTRO
0001.0115.0011,101737000,Terreno,COUNTRY,SIQUEIRA CAMPOS,2016,0115,0011,0,1,LOTEAMENTO CENTRO
0001.0117.0001,101750000,Terreno,CENTRO LOTEAMENTO,ANTONINA,1067,0117,0001,0,1,LOTEAMENTO CENTRO
0001.0117.0002,101751000,Terreno,CENTRO LOTEAMENTO,ANTONINA,1047,0117,0002,0,1,LOTEAMENTO CENTRO
0001.0117.0004,101753000,Terreno,CENTRO LOTEAMENTO,SIQUEIRA CAMPOS,1169,0117,0004,0,1,LOTEAMENTO CENTRO
0001.0117.0005,101754000,Terreno,CENTRO LOTEAMENTO,SIQUEIRA CAMPOS,1151,0117,0005,0,1,LOTEAMENTO CENTRO
0001.0118.0001,101767000,Terreno,CENTRO LOTEAMENTO,LONDRINA,1113,0118,0001,0,1,LOTEAMENTO CENTRO
0001.0118.0007,101773000,Terreno,CENTRO LOTEAMENTO,SIQUEIRA CAMPOS,1247,0118,0007,0,1,LOTEAMENTO CENTRO
0001.0118.0009,101773400,Terreno,CENTRO LOTEAMENTO,ANTONINA,1054,0118,0009,0,1,LOTEAMENTO CENTRO
0001.0118.0016,101780000,Terreno,CENTRO LOTEAMENTO,TIRADENTES - CASCAVEL,1434,0118,0016,0,1,LOTEAMENTO CENTRO
0001.0118.002A,101768300,Terreno,CENTRO LOTEAMENTO,LONDRINA,1093,0118,002A,0,1,LOTEAMENTO CENTRO
0001.0119.0003,101783000,Terreno,COUNTRY,SIQUEIRA CAMPOS,1449,0119,0003,0,1,LOTEAMENTO CENTRO
0001.0119.0004,101784000,Terreno,COUNTRY,SIQUEIRA CAMPOS,1429,0119,0004,0,1,LOTEAMENTO CENTRO
0001.0121.0003,101818000,Terreno,COUNTRY,SIQUEIRA CAMPOS,1709,0121,0003,0,1,LOTEAMENTO CENTRO
0001.0121.0005,101820000,Terreno,COUNTRY,SIQUEIRA CAMPOS,1671,0121,0005,0,1,LOTEAMENTO CENTRO
0001.0121.0013,101828000,Terreno,COUNTRY,TIRADENTES - CASCAVEL,1770,0121,0013,0,1,LOTEAMENTO CENTRO
0001.0121.0014,101829000,Terreno,COUNTRY,TIRADENTES - CASCAVEL,1786,0121,0014,0,1,LOTEAMENTO CENTRO
0001.0121.0017,101832000,Terreno,COUNTRY,AMAZONAS,1181,0121,0017,0,1,LOTEAMENTO CENTRO
0001.0122.0004,101836000,Terreno,COUNTRY,SIQUEIRA CAMPOS,1819,0122,0004,0,1,LOTEAMENTO CENTRO
0001.0122.0013,101845000,Terreno,COUNTRY,TIRADENTES - CASCAVEL,1900,0122,0013,0,1,LOTEAMENTO CENTRO
0001.0124.0001,101890000,Terreno,COUNTRY,ACRE,425,0124,0001,0,1,LOTEAMENTO CENTRO
0001.0124.0002,101891000,Terreno,COUNTRY,ACRE,409,0124,0002,0,1,LOTEAMENTO CENTRO
0001.0124.0004,101893000,Terreno,COUNTRY,SIQUEIRA CAMPOS,2027,0124,0004,0,1,LOTEAMENTO CENTRO
0001.0124.0005,101894000,Terreno,COUNTRY,SIQUEIRA CAMPOS,2045,0124,0005,0,1,LOTEAMENTO CENTRO
0001.0124.0006,101895000,Terreno,COUNTRY,SIQUEIRA CAMPOS,2061,0124,0006,0,1,LOTEAMENTO CENTRO
0001.0126.0016,101927000,Terreno,CENTRO LOTEAMENTO,ANTONINA,1247,0126,0016,0,1,LOTEAMENTO CENTRO
0001.0128.0001,101952000,Terreno,COUNTRY,PARA,1343,0128,0001,0,1,LOTEAMENTO CENTRO
0001.0128.0008,101960000,Terreno,COUNTRY,LONDRINA,1192,0128,0008,0,1,LOTEAMENTO CENTRO
0001.0128.0009,101961000,Terreno,COUNTRY,LONDRINA,1210,0128,0009,0,1,LOTEAMENTO CENTRO
0001.0129.004A,101965000,Terreno,COUNTRY,TIRADENTES - CASCAVEL,1845,0129,004A,0,1,LOTEAMENTO CENTRO
0001.0130.0002,101983000,Terreno,COUNTRY,AMAZONAS,1327,0130,0002,0,1,LOTEAMENTO CENTRO
0001.0130.0011,101992000,Terreno,COUNTRY,13 DE MAIO,1932,0130,0011,0,1,LOTEAMENTO CENTRO
0001.0131.0001,101993000,Terreno,COUNTRY,RIO GRANDE DO NORTE,1101,0131,0001,0,1,LOTEAMENTO CENTRO
0001.0131.0004,101996000,Terreno,COUNTRY,TIRADENTES - CASCAVEL,2085,0131,0004,0,1,LOTEAMENTO CENTRO
0001.0131.0005,101997000,Terreno,COUNTRY,TIRADENTES - CASCAVEL,2067,0131,0005,0,1,LOTEAMENTO CENTRO
0001.0131.0008,102000000,Terreno,COUNTRY,TIRADENTES - CASCAVEL,2015,0131,0008,0,1,LOTEAMENTO CENTRO
0001.0131.0015,102007000,Terreno,COUNTRY,13 DE MAIO,2132,0131,0015,0,1,LOTEAMENTO CENTRO
0001.0132.0013,1000001865,Terreno,COUNTRY,13 DE MAIO,2226,0132,0013,0,1,LOTEAMENTO CENTRO
0001.0132.0016,102024000,Terreno,COUNTRY,13 DE MAIO,2282,0132,0016,0,1,LOTEAMENTO CENTRO
0001.0133.0001,1000001877,Terreno,COUNTRY,ACRE,559,0133,0001,0,1,LOTEAMENTO CENTRO
0001.0133.0008,102032000,Terreno,COUNTRY,TIRADENTES - CASCAVEL,2275,0133,0008,0,1,LOTEAMENTO CENTRO
0001.0135.0005,102051000,Terreno,COUNTRY,13 DE MAIO,2265,0135,0005,0,1,LOTEAMENTO CENTRO
0001.0135.0007,102053000,Terreno,COUNTRY,RIO GRANDE DO NORTE,1178,0135,0007,0,1,LOTEAMENTO CENTRO
0001.0135.0009,102055000,Terreno,COUNTRY,RIO GRANDE DO NORTE,1194,0135,0009,0,1,LOTEAMENTO CENTRO
0001.0135.001A,102063000,Terreno,COUNTRY,RIO GRANDE DO NORTE,1252,0135,001A,0,1,LOTEAMENTO CENTRO
0001.0135.015A,102061000,Terreno,COUNTRY,MANAUS,739,0135,015A,0,1,LOTEAMENTO CENTRO
0001.0138.0002,102101000,Terreno,COUNTRY,ACRE,811,0138,0002,0,1,LOTEAMENTO CENTRO
0001.0138.0012,102111000,Terreno,COUNTRY,PEDRO IVO,2588,0138,0012,0,1,LOTEAMENTO CENTRO
0001.0138.0016,102115000,Terreno,COUNTRY,ACRE,853,0138,0016,0,1,LOTEAMENTO CENTRO
0001.0138.003B,102102500,Terreno,COUNTRY,ACRE,773,0138,003B,0,1,LOTEAMENTO CENTRO
0001.0138.011A,102110500,Terreno,COUNTRY,MANAUS,870,0138,011A,0,1,LOTEAMENTO CENTRO
0001.0138.014A,3002186874,Terreno,COUNTRY,PEDRO IVO,2624,0138,014A,0,1,LOTEAMENTO CENTRO
0001.0139.0005,102122000,Terreno,CENTRO LOTEAMENTO,PARANA - CASCAVEL,2982,0139,0005,0,1,LOTEAMENTO CENTRO
0001.0140.0027,102151500,Terreno,CENTRO LOTEAMENTO,PARANA - CASCAVEL,2884,0140,0027,0,1,LOTEAMENTO CENTRO
0001.0140.0029,102152000,Terreno,CENTRO LOTEAMENTO,PARANA - CASCAVEL,2846,0140,0029,0,1,LOTEAMENTO CENTRO
0001.0141.0012,102168000,Terreno,COUNTRY,LONDRINA,2754,0141,0012,0,1,LOTEAMENTO CENTRO
0001.0141.0017,102173000,Terreno,COUNTRY,LONDRINA,2662,0141,0017,0,1,LOTEAMENTO CENTRO
0001.0141.005A,102161500,Terreno,CENTRO LOTEAMENTO,SOUZA NAVES,0,0141,005A,0,1,LOTEAMENTO CENTRO
0001.0142.0002,102175000,Terreno,COUNTRY,LONDRINA,2602,0142,0002,0,1,LOTEAMENTO CENTRO
0001.0142.006A,102179000,Terreno,COUNTRY,AFONSO PENA,2209,0142,006A,0,1,LOTEAMENTO CENTRO
0001.0145.001B,102192400,Terreno,COUNTRY,LONDRINA,2218,0145,001B,0,1,LOTEAMENTO CENTRO
0001.0145.001C,102192700,Terreno,COUNTRY,LONDRINA,2204,0145,001C,0,1,LOTEAMENTO CENTRO
0001.0145.01A1,3002298702,Terreno,CENTRO LOTEAMENTO,DOM PEDRO II,2600,0145,01A1,0,1,LOTEAMENTO CENTRO
0001.0145.01A2,3002298710,Terreno,COUNTRY,LONDRINA,2238,0145,01A2,0,1,LOTEAMENTO CENTRO
0001.0146.0003,102196000,Terreno,CENTRO LOTEAMENTO,DOM PEDRO II,2494,0146,0003,0,1,LOTEAMENTO CENTRO
0001.0146.0008,1000002068,Terreno,CENTRO LOTEAMENTO,ANTONINA,2168,0146,0008,0,1,LOTEAMENTO CENTRO
0001.0146.002A,102195500,Terreno,CENTRO LOTEAMENTO,DOM PEDRO II,2492,0146,002A,0,1,LOTEAMENTO CENTRO
0001.0146.011A,102204100,Terreno,CENTRO LOTEAMENTO,LONDRINA,2241,0146,011A,0,1,LOTEAMENTO CENTRO
0001.0147.0004,102208000,Terreno,CENTRO LOTEAMENTO,DOM PEDRO II,2344,0147,0004,0,1,LOTEAMENTO CENTRO
0001.0152.0008,1000002129,Terreno,CENTRO LOTEAMENTO,DUQUE DE CAXIAS,59,0152,0008,0,1,LOTEAMENTO CENTRO
0001.0155.0004,102316500,Terreno,CENTRO LOTEAMENTO,BARAO DO CERRO AZUL,952,0155,0004,0,1,LOTEAMENTO CENTRO
0001.0158.0003,102348000,Terreno,CENTRO LOTEAMENTO,ERECHIM,1447,0158,0003,0,1,LOTEAMENTO CENTRO
0001.0161.0008,102374000,Terreno,CENTRO LOTEAMENTO,VICENTE MACHADO,897,0161,0008,0,1,LOTEAMENTO CENTRO
0001.0163.0007,1000002244,Terreno,REGIÃO DO LAGO,MACHADO DE ASSIS,869,0163,0007,0,1,LOTEAMENTO CENTRO
0001.0165.0001,102403000,Terreno,REGIÃO DO LAGO,VICENTE MACHADO,429,0165,0001,0,1,LOTEAMENTO CENTRO
0001.0166.0004,102408001,Terreno,REGIÃO DO LAGO,SANTOS DUMONT - CASCAVEL,797,0166,0004,0,1,LOTEAMENTO CENTRO
0001.0166.008A,102412500,Terreno,REGIÃO DO LAGO,SANTOS DUMONT - CASCAVEL,0,0166,008A,0,1,LOTEAMENTO CENTRO
